ID,Week,Rank,Team ID,Region ID,Score,Year,Team,Conference,Conference ID,Division,Region,Season,Event
12115,11,6,73,8,196.102,2011,UCLA,Pac-10,15,1,W,Regular,AA
12116,11,7,76,4,196.414,2011,Utah,Ind.,8,1,NC,Regular,AA
12117,11,8,24,7,196.24,2011,Georgia,SEC,17,1,SE,Regular,AA
12118,11,9,39,5,196.009,2011,10higan,Big Ten,3,1,NE,Regular,AA
12119,11,10,44,6,195.885,2011,Nebraska,Big 12,2,1,SC,Regular,AA
12120,11,11,53,5,195.586,2011,Penn State,Big Ten,3,1,NE,Regular,AA
12121,11,12,6,6,195.623,2011,Arkansas,SEC,17,1,SC,Regular,AA
12122,11,13,9,8,195.6,2011,Boise State,WAC,18,1,W,Regular,AA
12123,11,14,28,6,195.456,2011,Illinois-Champaign,Big Ten,3,1,SC,Regular,AA
12124,11,15,29,4,195.198,2011,Iowa,Big Ten,3,1,NC,Regular,AA
12125,11,16,50,1,195.315,2011,Ohio State,Big Ten,3,1,C,Regular,AA
12126,11,17,84,8,195.368,2011,Washington,Pac-10,15,1,W,Regular,AA
12127,11,18,36,1,194.877,2011,LSU,SEC,17,1,C,Regular,AA
12128,11,19,20,4,194.787,2011,Denver,Ind.,8,1,NC,Regular,AA
12129,11,20,4,6,194.705,2011,Arizona,Pac-10,15,1,SC,Regular,AA
12130,11,21,30,4,194.963,2011,Iowa State,Big 12,2,1,NC,Regular,AA
12131,11,22,7,1,194.95,2011,Auburn,SEC,17,1,C,Regular,AA
12132,11,23,41,4,195.102,2011,Minnesota,Big Ten,3,1,NC,Regular,AA
12133,11,24,33,1,195.098,2011,Kent State,MAC,9,1,C,Regular,AA
12134,11,25,93,1,194.682,2011,Central 10higan,MAC,9,1,C,Regular,AA
12135,11,26,47,7,194.665,2011,North Carolina State,EAGL,21,1,SE,Regular,AA
12136,11,27,14,4,194.602,2011,BYU,Ind.,8,1,NC,Regular,AA
12137,11,28,37,7,194.325,2011,Maryland,EAGL,21,1,SE,Regular,AA
12138,11,29,86,7,194.413,2011,West Virginia,EAGL,21,1,SE,Regular,AA
12139,11,30,34,1,194.319,2011,Kentucky,SEC,17,1,C,Regular,AA
12140,11,31,65,4,194.421,2011,Southern Utah,WAC,18,1,NC,Regular,AA
12141,11,32,45,5,194.402,2011,New Hampshire,EAGL,21,1,NE,Regular,AA
12142,11,33,42,6,194.37,2011,Missouri,Big 12,2,1,SC,Regular,AA
12143,11,34,62,8,193.82,2011,San Jose State,WAC,18,1,W,Regular,AA
12144,11,35,46,7,193.565,2011,North Carolina,EAGL,21,1,SE,Regular,AA
12145,11,36,40,1,193.14,2011,10higan State,Big Ten,3,1,C,Regular,AA
12146,11,37,87,1,193.34,2011,Western 10higan,MAC,9,1,C,Regular,AA
12147,11,38,5,6,193.216,2011,Arizona State,Pac-10,15,1,SC,Regular,AA
12148,11,39,60,6,193.269,2011,S.E. Missouri,MIC,10,1,SC,Regular,AA
12149,11,40,74,6,192.05,2011,UIC,MIC,10,1,SC,Regular,AA
12150,11,41,59,5,192.298,2011,Rutgers,EAGL,21,1,NE,Regular,AA
12151,11,42,23,7,192.361,2011,George Washington,EAGL,21,1,SE,Regular,AA
12152,11,43,71,8,192.725,2011,UC Davis,MPSF,11,1,W,Regular,AA
12153,11,44,69,6,192.034,2011,Texas Woman's,MIC,10,2,SC,Regular,AA
12154,11,45,27,6,191.929,2011,Illinois State,MIC,10,1,SC,Regular,AA
12155,11,46,55,5,192.364,2011,Pittsburgh,EAGL,21,1,NE,Regular,AA
12156,11,47,94,4,192.483,2011,Utah State,WAC,18,1,NC,Regular,AA
12157,11,48,8,1,192.175,2011,Ball State,MAC,9,1,C,Regular,AA
12158,11,49,49,6,191.111,2011,Northern Illinois,MAC,9,1,SC,Regular,AA
12159,11,50,16,8,192.138,2011,California,Pac-10,15,1,W,Regular,AA
12160,11,51,61,8,191.377,2011,Sacramento State,WAC,18,1,W,Regular,AA
12161,11,52,70,7,191.836,2011,Towson,ECAC,5,1,SE,Regular,AA
12162,11,53,11,5,191.49,2011,Bridgeport,ECAC,5,2,NE,Regular,AA
12163,11,54,21,1,190.709,2011,Eastern 10higan,MAC,9,1,C,Regular,AA
12164,11,55,18,5,190.925,2011,Cornell,ECAC,5,1,NE,Regular,AA
12165,11,56,17,1,189.618,2011,Centenary College,MIC,10,1,C,Regular,AA
12166,11,57,10,1,189.72,2011,Bowling Green,MAC,9,1,C,Regular,AA
12167,11,58,1,4,189.992,2011,Air Force,MPSF,11,1,NC,Regular,AA
12168,11,59,68,5,189.668,2011,Temple,ECAC,5,1,NE,Regular,AA
12169,11,60,54,5,189.888,2011,Pennsylvania,ECAC,5,1,NE,Regular,AA
12170,11,61,63,8,189.364,2011,Seattle Pacific,MPSF,11,2,W,Regular,AA
12171,11,62,3,8,189.658,2011,Alaska,MPSF,11,1,W,Regular,AA
12172,11,63,13,5,189.275,2011,Brown,ECAC,5,1,NE,Regular,AA
12173,11,64,15,8,189.331,2011,Cal State-Fullerton,WAC,18,1,W,Regular,AA
12174,11,65,88,7,188.857,2011,William & Mary,ECAC,5,1,SE,Regular,AA
12175,11,66,64,5,186.734,2011,Southern Conn.,ECAC,5,2,NE,Regular,AA
12176,11,67,12,5,183.746,2011,Brockport State,ECAC-3,7,3,NE,Regular,AA
12177,11,68,82,4,185.034,2011,UW-Whitewater,WIAC,20,3,NC,Regular,AA
12178,11,69,92,5,183.453,2011,Yale,ECAC,5,1,NE,Regular,AA
12179,11,70,19,5,184.353,2011,Cortland State,ECAC-3,7,3,NE,Regular,AA
12180,11,71,79,4,183.014,2011,UW-La Crosse,WIAC,20,3,NC,Regular,AA
12181,11,72,85,5,183.69,2011,West Chester,ECAC,5,2,NE,Regular,AA
12182,11,73,31,5,183.591,2011,Ithaca College,ECAC-3,7,3,NE,Regular,AA
12183,11,74,75,5,181.528,2011,Ursinus College,ECAC-3,7,3,NE,Regular,AA
12184,11,75,90,4,180.232,2011,Winona State,WIAC,20,3,NC,Regular,AA
12185,11,76,81,4,180.441,2011,UW-Stout,WIAC,20,3,NC,Regular,AA
12186,11,77,78,4,180.528,2011,UW-Eau Claire,WIAC,20,3,NC,Regular,AA
12187,11,78,80,4,178.54,2011,UW-Oshkosh,WIAC,20,3,NC,Regular,AA
12188,11,79,26,4,179.133,2011,Hamline,WIAC,20,3,NC,Regular,AA
12189,11,80,66,5,178.75,2011,Springfield College,ECAC-3,7,3,NE,Regular,AA
12190,11,81,25,4,172.2,2011,Gustavus Adolphus,WIAC,20,3,NC,Regular,AA
12191,11,82,89,5,166.197,2011,Wilson College,ECAC-3,7,3,NE,Regular,AA
12192,11,83,58,5,158.489,2011,Rhode Island College,ECAC-3,7,3,NE,Regular,AA
12193,12,2,2,1,196.557,2011,Alabama,SEC,17,1,C,Regular,AA
12194,12,3,52,8,196.25,2011,Oregon State,Pac-10,15,1,W,Regular,AA
12195,12,4,67,8,196.45,2011,Stanford,Pac-10,15,1,W,Regular,AA
12196,12,5,51,6,196.358,2011,Oklahoma,Big 12,2,1,SC,Regular,AA
12197,12,6,73,8,196.102,2011,UCLA,Pac-10,15,1,W,Regular,AA
12198,12,7,76,4,196.414,2011,Utah,Ind.,8,1,NC,Regular,AA
12199,12,8,24,7,196.24,2011,Georgia,SEC,17,1,SE,Regular,AA
12200,12,9,39,5,196.009,2011,10higan,Big Ten,3,1,NE,Regular,AA
12201,12,10,44,6,195.885,2011,Nebraska,Big 12,2,1,SC,Regular,AA
12202,12,11,53,5,195.586,2011,Penn State,Big Ten,3,1,NE,Regular,AA
12203,12,12,6,6,195.623,2011,Arkansas,SEC,17,1,SC,Regular,AA
12204,12,13,9,8,195.6,2011,Boise State,WAC,18,1,W,Regular,AA
12205,12,14,28,6,195.456,2011,Illinois-Champaign,Big Ten,3,1,SC,Regular,AA
12206,12,15,29,4,195.198,2011,Iowa,Big Ten,3,1,NC,Regular,AA
12207,12,16,50,1,195.315,2011,Ohio State,Big Ten,3,1,C,Regular,AA
12208,12,17,84,8,195.368,2011,Washington,Pac-10,15,1,W,Regular,AA
12209,12,18,36,1,194.877,2011,LSU,SEC,17,1,C,Regular,AA
12210,12,19,20,4,194.787,2011,Denver,Ind.,8,1,NC,Regular,AA
12211,12,20,4,6,194.705,2011,Arizona,Pac-10,15,1,SC,Regular,AA
12212,12,21,30,4,194.963,2011,Iowa State,Big 12,2,1,NC,Regular,AA
12213,12,22,7,1,194.95,2011,Auburn,SEC,17,1,C,Regular,AA
12214,12,23,41,4,195.102,2011,Minnesota,Big Ten,3,1,NC,Regular,AA
12215,12,24,33,1,195.098,2011,Kent State,MAC,9,1,C,Regular,AA
12216,12,25,93,1,194.682,2011,Central 10higan,MAC,9,1,C,Regular,AA
12217,12,26,47,7,194.665,2011,North Carolina State,EAGL,21,1,SE,Regular,AA
12218,12,27,14,4,194.602,2011,BYU,Ind.,8,1,NC,Regular,AA
12219,12,28,37,7,194.325,2011,Maryland,EAGL,21,1,SE,Regular,AA
12220,12,29,86,7,194.413,2011,West Virginia,EAGL,21,1,SE,Regular,AA
12221,12,30,34,1,194.319,2011,Kentucky,SEC,17,1,C,Regular,AA
12222,12,31,65,4,194.421,2011,Southern Utah,WAC,18,1,NC,Regular,AA
12223,12,32,45,5,194.402,2011,New Hampshire,EAGL,21,1,NE,Regular,AA
12224,12,33,42,6,194.37,2011,Missouri,Big 12,2,1,SC,Regular,AA
12225,12,34,62,8,193.82,2011,San Jose State,WAC,18,1,W,Regular,AA
12226,12,35,46,7,193.565,2011,North Carolina,EAGL,21,1,SE,Regular,AA
12227,12,36,40,1,193.14,2011,10higan State,Big Ten,3,1,C,Regular,AA
12228,12,37,87,1,193.34,2011,Western 10higan,MAC,9,1,C,Regular,AA
12229,12,38,5,6,193.216,2011,Arizona State,Pac-10,15,1,SC,Regular,AA
12230,12,39,60,6,193.269,2011,S.E. Missouri,MIC,10,1,SC,Regular,AA
12231,12,40,74,6,192.05,2011,UIC,MIC,10,1,SC,Regular,AA
12232,12,41,59,5,192.298,2011,Rutgers,EAGL,21,1,NE,Regular,AA
12233,12,42,23,7,192.361,2011,George Washington,EAGL,21,1,SE,Regular,AA
12234,12,43,71,8,192.725,2011,UC Davis,MPSF,11,1,W,Regular,AA
12235,12,44,69,6,192.034,2011,Texas Woman's,MIC,10,2,SC,Regular,AA
12236,12,45,27,6,191.929,2011,Illinois State,MIC,10,1,SC,Regular,AA
12237,12,46,55,5,192.364,2011,Pittsburgh,EAGL,21,1,NE,Regular,AA
12238,12,47,94,4,192.483,2011,Utah State,WAC,18,1,NC,Regular,AA
12239,12,48,8,1,192.175,2011,Ball State,MAC,9,1,C,Regular,AA
12240,12,49,49,6,191.111,2011,Northern Illinois,MAC,9,1,SC,Regular,AA
12241,12,50,16,8,192.138,2011,California,Pac-10,15,1,W,Regular,AA
12242,12,51,61,8,191.377,2011,Sacramento State,WAC,18,1,W,Regular,AA
12243,12,52,70,7,191.836,2011,Towson,ECAC,5,1,SE,Regular,AA
12244,12,53,11,5,191.49,2011,Bridgeport,ECAC,5,2,NE,Regular,AA
12245,12,54,21,1,190.709,2011,Eastern 10higan,MAC,9,1,C,Regular,AA
12246,12,55,18,5,190.925,2011,Cornell,ECAC,5,1,NE,Regular,AA
12247,12,56,17,1,189.618,2011,Centenary College,MIC,10,1,C,Regular,AA
12248,12,57,10,1,189.72,2011,Bowling Green,MAC,9,1,C,Regular,AA
12249,12,58,1,4,189.992,2011,Air Force,MPSF,11,1,NC,Regular,AA
12250,12,59,68,5,189.668,2011,Temple,ECAC,5,1,NE,Regular,AA
12251,12,60,54,5,189.888,2011,Pennsylvania,ECAC,5,1,NE,Regular,AA
12252,12,61,63,8,189.364,2011,Seattle Pacific,MPSF,11,2,W,Regular,AA
12253,12,62,3,8,189.658,2011,Alaska,MPSF,11,1,W,Regular,AA
12254,12,63,13,5,189.275,2011,Brown,ECAC,5,1,NE,Regular,AA
12255,12,64,15,8,189.331,2011,Cal State-Fullerton,WAC,18,1,W,Regular,AA
12256,12,65,88,7,188.857,2011,William & Mary,ECAC,5,1,SE,Regular,AA
12257,12,66,64,5,186.734,2011,Southern Conn.,ECAC,5,2,NE,Regular,AA
12258,12,67,82,4,173.445,2011,UW-Whitewater,WIAC,20,3,NC,Regular,AA
12259,12,68,79,4,180.377,2011,UW-La Crosse,WIAC,20,3,NC,Regular,AA
12260,12,69,19,5,175.356,2011,Cortland State,ECAC-3,7,3,NE,Regular,AA
12261,12,70,12,5,171.501,2011,Brockport State,ECAC-3,7,3,NE,Regular,AA
12262,12,71,92,5,183.453,2011,Yale,ECAC,5,1,NE,Regular,AA
12263,12,72,31,5,170.17,2011,Ithaca College,ECAC-3,7,3,NE,Regular,AA
12264,12,73,85,5,183.69,2011,West Chester,ECAC,5,2,NE,Regular,AA
12265,12,74,75,5,163.695,2011,Ursinus College,ECAC-3,7,3,NE,Regular,AA
12266,12,75,78,4,168.979,2011,UW-Eau Claire,WIAC,20,3,NC,Regular,AA
12267,12,76,90,4,161.648,2011,Winona State,WIAC,20,3,NC,Regular,AA
12268,12,77,81,4,168.217,2011,UW-Stout,WIAC,20,3,NC,Regular,AA
12269,12,78,80,4,168.084,2011,UW-Oshkosh,WIAC,20,3,NC,Regular,AA
12270,12,79,26,4,156.797,2011,Hamline,WIAC,20,3,NC,Regular,AA
12271,12,80,66,5,151.93,2011,Springfield College,ECAC-3,7,3,NE,Regular,AA
12272,12,81,25,4,157.66,2011,Gustavus Adolphus,WIAC,20,3,NC,Regular,AA
12273,12,82,89,5,151.725,2011,Wilson College,ECAC-3,7,3,NE,Regular,AA
12274,12,83,58,5,158.489,2011,Rhode Island College,ECAC-3,7,3,NE,Regular,AA
12275,3,1,2,1,196.458,2010,Alabama,SEC,17,1,C,Regular,AA
12276,3,2,51,6,196.4,2010,Oklahoma,Big 12,2,1,SC,Regular,AA
12277,3,3,76,4,195.992,2010,Utah,Ind.,8,1,NC,Regular,AA
12278,3,4,22,7,195.967,2010,Florida,SEC,17,1,SE,Regular,AA
12279,3,5,67,8,195.833,2010,Stanford,Pac-10,15,1,W,Regular,AA
12280,3,6,52,8,195.817,2010,Oregon State,Pac-10,15,1,W,Regular,AA
12281,3,7,73,8,195.744,2010,UCLA,Pac-10,15,1,W,Regular,AA
12282,3,8,24,7,195.717,2010,Georgia,SEC,17,1,SE,Regular,AA
12283,3,9,44,6,195.642,2010,Nebraska,Big 12,2,1,SC,Regular,AA
12284,3,10,6,6,195.608,2010,Arkansas,SEC,17,1,SC,Regular,AA
12285,3,11,42,6,195.583,2010,Missouri,Big 12,2,1,SC,Regular,AA
12286,3,12,34,1,195.242,2010,Kentucky,SEC,17,1,C,Regular,AA
12287,3,13,36,1,195.125,2010,LSU,SEC,17,1,C,Regular,AA
12288,3,14,30,4,194.883,2010,Iowa State,Big 12,2,1,NC,Regular,AA
12289,3,15,7,1,194.808,2010,Auburn,SEC,17,1,C,Regular,AA
12290,3,16,20,4,194.808,2010,Denver,Ind.,8,1,NC,Regular,AA
12291,3,17,39,5,194.6,2010,10higan,Big Ten,3,1,NE,Regular,AA
12292,3,18,65,4,194.575,2010,Southern Utah,WAC,18,1,NC,Regular,AA
12293,3,19,53,5,194.458,2010,Penn State,Big Ten,3,1,NE,Regular,AA
12294,3,20,4,6,194.333,2010,Arizona,Pac-10,15,1,SC,Regular,AA
12295,3,21,9,8,194.2,2010,Boise State,WAC,18,1,W,Regular,AA
12296,3,22,40,1,193.863,2010,10higan State,Big Ten,3,1,C,Regular,AA
12297,3,23,41,4,193.833,2010,Minnesota,Big Ten,3,1,NC,Regular,AA
12298,3,24,84,8,193.708,2010,Washington,Pac-10,15,1,W,Regular,AA
12299,3,25,28,6,193.55,2010,Illinois-Champaign,Big Ten,3,1,SC,Regular,AA
12300,3,26,47,7,193.525,2010,North Carolina State,EAGL,21,1,SE,Regular,AA
12301,3,27,5,6,193.467,2010,Arizona State,Pac-10,15,1,SC,Regular,AA
12302,3,28,46,7,192.913,2010,North Carolina,EAGL,21,1,SE,Regular,AA
12303,3,29,33,1,192.9,2010,Kent State,MAC,9,1,C,Regular,AA
12304,3,30,45,5,192.858,2010,New Hampshire,EAGL,21,1,NE,Regular,AA
12305,3,31,14,4,192.775,2010,BYU,Ind.,8,1,NC,Regular,AA
12306,3,32,93,1,192.65,2010,Central 10higan,MAC,9,1,C,Regular,AA
12307,3,33,50,1,192.633,2010,Ohio State,Big Ten,3,1,C,Regular,AA
12308,3,34,37,7,192.625,2010,Maryland,EAGL,21,1,SE,Regular,AA
12309,3,35,86,7,192.55,2010,West Virginia,EAGL,21,1,SE,Regular,AA
12310,3,36,29,4,192.533,2010,Iowa,Big Ten,3,1,NC,Regular,AA
12311,3,37,62,8,192.05,2010,San Jose State,WAC,18,1,W,Regular,AA
12312,3,38,55,5,191.4,2010,Pittsburgh,EAGL,21,1,NE,Regular,AA
12313,3,39,10,1,191.275,2010,Bowling Green,MAC,9,1,C,Regular,AA
12314,3,40,69,6,191.125,2010,Texas Woman's,MIC,10,2,SC,Regular,AA
12315,3,41,16,8,191.088,2010,California,Pac-10,15,1,W,Regular,AA
12316,3,42,21,1,191,2010,Eastern 10higan,MAC,9,1,C,Regular,AA
12317,3,43,27,6,190.967,2010,Illinois State,MIC,10,1,SC,Regular,AA
12318,3,44,60,6,190.475,2010,S.E. Missouri,MIC,10,1,SC,Regular,AA
12319,3,45,71,8,190.45,2010,UC Davis,MPSF,11,1,W,Regular,AA
12320,3,46,8,1,190.198,2010,Ball State,MAC,9,1,C,Regular,AA
12321,3,47,94,4,190.05,2010,Utah State,WAC,18,1,NC,Regular,AA
12322,3,48,49,6,189.983,2010,Northern Illinois,MAC,9,1,SC,Regular,AA
12323,3,49,61,8,189.81,2010,Sacramento State,WAC,18,1,W,Regular,AA
12324,3,50,70,7,189.783,2010,Towson,ECAC,5,1,SE,Regular,AA
12325,3,51,87,1,189.731,2010,Western 10higan,MAC,9,1,C,Regular,AA
12326,3,52,59,5,189.25,2010,Rutgers,EAGL,21,1,NE,Regular,AA
12327,3,53,11,5,188.792,2010,Bridgeport,ECAC,5,2,NE,Regular,AA
12328,3,54,68,5,188.692,2010,Temple,ECAC,5,1,NE,Regular,AA
12329,3,55,17,1,188.263,2010,Centenary College,MIC,10,1,C,Regular,AA
12330,3,56,23,7,188.238,2010,George Washington,EAGL,21,1,SE,Regular,AA
12331,3,57,15,8,188,2010,Cal State-Fullerton,WAC,18,1,W,Regular,AA
12332,3,58,63,8,187.425,2010,Seattle Pacific,MPSF,11,2,W,Regular,AA
12333,3,59,18,5,187.308,2010,Cornell,ECAC,5,1,NE,Regular,AA
12334,3,60,92,5,186.325,2010,Yale,ECAC,5,1,NE,Regular,AA
12335,3,61,1,4,185.158,2010,Air Force,MPSF,11,1,NC,Regular,AA
12336,3,62,13,5,184.613,2010,Brown,ECAC,5,1,NE,Regular,AA
12337,3,63,88,7,184.013,2010,William & Mary,ECAC,5,1,SE,Regular,AA
12338,3,64,3,8,183.833,2010,Alaska,MPSF,11,1,W,Regular,AA
12339,3,65,64,5,183.738,2010,Southern Conn.,ECAC,5,2,NE,Regular,AA
12340,3,66,74,6,183.517,2010,UIC,MIC,10,1,SC,Regular,AA
12341,3,67,54,5,182.325,2010,Pennsylvania,ECAC,5,1,NE,Regular,AA
12342,3,68,12,5,182.057,2010,Brockport State,ECAC-3,7,3,NE,Regular,AA
12343,3,69,82,4,181.838,2010,UW-Whitewater,WIAC,20,3,NC,Regular,AA
12344,3,70,66,5,181.675,2010,Springfield College,ECAC-3,7,3,NE,Regular,AA
12345,3,71,79,4,180.425,2010,UW-La Crosse,WIAC,20,3,NC,Regular,AA
12346,3,72,31,5,179.413,2010,Ithaca College,ECAC-3,7,3,NE,Regular,AA
12347,3,73,85,5,179.038,2010,West Chester,ECAC,5,2,NE,Regular,AA
12348,3,74,75,5,178.538,2010,Ursinus College,ECAC-3,7,3,NE,Regular,AA
12349,3,75,19,5,174.392,2010,Cortland State,ECAC-3,7,3,NE,Regular,AA
12350,3,76,90,4,173.692,2010,Winona State,WIAC,20,3,NC,Regular,AA
12351,3,77,78,4,172.738,2010,UW-Eau Claire,WIAC,20,3,NC,Regular,AA
12352,3,78,80,4,170.675,2010,UW-Oshkosh,WIAC,20,3,NC,Regular,AA
12353,3,79,89,5,169,2010,Wilson College,ECAC-3,7,3,NE,Regular,AA
12354,3,80,81,4,167.619,2010,UW-Stout,WIAC,20,3,NC,Regular,AA
12355,3,81,25,4,167.3,2010,Gustavus Adolphus,WIAC,20,3,NC,Regular,AA
12356,3,82,58,5,166.017,2010,Rhode Island College,ECAC-3,7,3,NE,Regular,AA
12357,3,83,26,4,160.931,2010,Hamline,WIAC,20,3,NC,Regular,AA
12358,4,1,2,1,196.494,2010,Alabama,SEC,17,1,C,Regular,AA
12359,4,2,51,6,196.325,2010,Oklahoma,Big 12,2,1,SC,Regular,AA
12360,4,3,22,7,196.156,2010,Florida,SEC,17,1,SE,Regular,AA
12361,4,4,76,4,195.956,2010,Utah,Ind.,8,1,NC,Regular,AA
12362,4,5,52,8,195.919,2010,Oregon State,Pac-10,15,1,W,Regular,AA
12363,4,6,73,8,195.905,2010,UCLA,Pac-10,15,1,W,Regular,AA
12364,4,7,6,6,195.894,2010,Arkansas,SEC,17,1,SC,Regular,AA
12365,4,8,67,8,195.819,2010,Stanford,Pac-10,15,1,W,Regular,AA
12366,4,9,24,7,195.513,2010,Georgia,SEC,17,1,SE,Regular,AA
12367,4,10,44,6,195.406,2010,Nebraska,Big 12,2,1,SC,Regular,AA
12368,4,11,34,1,195.263,2010,Kentucky,SEC,17,1,C,Regular,AA
12369,4,12,36,1,195.106,2010,LSU,SEC,17,1,C,Regular,AA
12370,4,13,30,4,195.069,2010,Iowa State,Big 12,2,1,NC,Regular,AA
12371,4,14,42,6,195.006,2010,Missouri,Big 12,2,1,SC,Regular,AA
12372,4,15,39,5,194.95,2010,10higan,Big Ten,3,1,NE,Regular,AA
12373,4,16,7,1,194.913,2010,Auburn,SEC,17,1,C,Regular,AA
12374,4,17,53,5,194.85,2010,Penn State,Big Ten,3,1,NE,Regular,AA
12375,4,18,4,6,194.425,2010,Arizona,Pac-10,15,1,SC,Regular,AA
12376,4,19,65,4,194.413,2010,Southern Utah,WAC,18,1,NC,Regular,AA
12377,4,20,20,4,194.319,2010,Denver,Ind.,8,1,NC,Regular,AA
12378,4,21,40,1,194.065,2010,10higan State,Big Ten,3,1,C,Regular,AA
12379,4,22,47,7,193.975,2010,North Carolina State,EAGL,21,1,SE,Regular,AA
12380,4,23,28,6,193.969,2010,Illinois-Champaign,Big Ten,3,1,SC,Regular,AA
12381,4,24,84,8,193.944,2010,Washington,Pac-10,15,1,W,Regular,AA
12382,4,25,41,4,193.588,2010,Minnesota,Big Ten,3,1,NC,Regular,AA
12383,4,26,5,6,193.469,2010,Arizona State,Pac-10,15,1,SC,Regular,AA
12384,4,27,45,5,193.381,2010,New Hampshire,EAGL,21,1,NE,Regular,AA
12385,4,28,33,1,193.25,2010,Kent State,MAC,9,1,C,Regular,AA
12386,4,29,86,7,193.063,2010,West Virginia,EAGL,21,1,SE,Regular,AA
12387,4,30,37,7,192.95,2010,Maryland,EAGL,21,1,SE,Regular,AA
12388,4,31,46,7,192.913,2010,North Carolina,EAGL,21,1,SE,Regular,AA
12389,4,32,9,8,192.913,2010,Boise State,WAC,18,1,W,Regular,AA
12390,4,33,93,1,192.731,2010,Central 10higan,MAC,9,1,C,Regular,AA
12391,4,34,29,4,192.638,2010,Iowa,Big Ten,3,1,NC,Regular,AA
12392,4,35,14,4,192.533,2010,BYU,Ind.,8,1,NC,Regular,AA
12393,4,36,62,8,192.363,2010,San Jose State,WAC,18,1,W,Regular,AA
12394,4,37,50,1,192.331,2010,Ohio State,Big Ten,3,1,C,Regular,AA
12395,4,38,10,1,191.717,2010,Bowling Green,MAC,9,1,C,Regular,AA
12396,4,39,55,5,191.492,2010,Pittsburgh,EAGL,21,1,NE,Regular,AA
12397,4,40,27,6,191.375,2010,Illinois State,MIC,10,1,SC,Regular,AA
12398,4,41,60,6,191.306,2010,S.E. Missouri,MIC,10,1,SC,Regular,AA
12399,4,42,21,1,191.263,2010,Eastern 10higan,MAC,9,1,C,Regular,AA
12400,4,43,69,6,191.15,2010,Texas Woman's,MIC,10,2,SC,Regular,AA
12401,4,44,61,8,190.798,2010,Sacramento State,WAC,18,1,W,Regular,AA
12402,4,45,71,8,190.731,2010,UC Davis,MPSF,11,1,W,Regular,AA
12403,4,46,8,1,190.524,2010,Ball State,MAC,9,1,C,Regular,AA
12404,4,47,49,6,190.519,2010,Northern Illinois,MAC,9,1,SC,Regular,AA
12405,4,48,16,8,190.517,2010,California,Pac-10,15,1,W,Regular,AA
12406,4,49,70,7,190.488,2010,Towson,ECAC,5,1,SE,Regular,AA
12407,4,50,94,4,190.319,2010,Utah State,WAC,18,1,NC,Regular,AA
12408,4,51,87,1,190.155,2010,Western 10higan,MAC,9,1,C,Regular,AA
12409,4,52,59,5,189.37,2010,Rutgers,EAGL,21,1,NE,Regular,AA
12410,4,53,11,5,189.356,2010,Bridgeport,ECAC,5,2,NE,Regular,AA
12411,4,54,68,5,188.463,2010,Temple,ECAC,5,1,NE,Regular,AA
12412,4,55,15,8,188.45,2010,Cal State-Fullerton,WAC,18,1,W,Regular,AA
12413,4,56,23,7,188.358,2010,George Washington,EAGL,21,1,SE,Regular,AA
12414,4,57,17,1,188.263,2010,Centenary College,MIC,10,1,C,Regular,AA
12415,4,58,18,5,187.888,2010,Cornell,ECAC,5,1,NE,Regular,AA
12416,4,59,63,8,187.65,2010,Seattle Pacific,MPSF,11,2,W,Regular,AA
12417,4,60,92,5,186.808,2010,Yale,ECAC,5,1,NE,Regular,AA
12418,4,61,13,5,185.5,2010,Brown,ECAC,5,1,NE,Regular,AA
12419,4,62,1,4,185.225,2010,Air Force,MPSF,11,1,NC,Regular,AA
12420,4,63,88,7,185.158,2010,William & Mary,ECAC,5,1,SE,Regular,AA
12421,4,64,3,8,185.04,2010,Alaska,MPSF,11,1,W,Regular,AA
12422,4,65,64,5,184.917,2010,Southern Conn.,ECAC,5,2,NE,Regular,AA
12423,4,66,74,6,184.819,2010,UIC,MIC,10,1,SC,Regular,AA
12424,4,67,12,5,183.349,2010,Brockport State,ECAC-3,7,3,NE,Regular,AA
12425,4,68,82,4,181.838,2010,UW-Whitewater,WIAC,20,3,NC,Regular,AA
12426,4,69,79,4,181.744,2010,UW-La Crosse,WIAC,20,3,NC,Regular,AA
12427,4,70,66,5,181.531,2010,Springfield College,ECAC-3,7,3,NE,Regular,AA
12428,4,71,54,5,181.417,2010,Pennsylvania,ECAC,5,1,NE,Regular,AA
12429,4,72,31,5,180.35,2010,Ithaca College,ECAC-3,7,3,NE,Regular,AA
12430,4,73,85,5,178.575,2010,West Chester,ECAC,5,2,NE,Regular,AA
12431,4,74,75,5,178.538,2010,Ursinus College,ECAC-3,7,3,NE,Regular,AA
12432,4,75,19,5,176.513,2010,Cortland State,ECAC-3,7,3,NE,Regular,AA
12433,4,76,90,4,175.56,2010,Winona State,WIAC,20,3,NC,Regular,AA
12434,4,77,80,4,173.435,2010,UW-Oshkosh,WIAC,20,3,NC,Regular,AA
12435,4,78,78,4,172.967,2010,UW-Eau Claire,WIAC,20,3,NC,Regular,AA
12436,4,79,81,4,168.84,2010,UW-Stout,WIAC,20,3,NC,Regular,AA
12437,4,80,25,4,168.117,2010,Gustavus Adolphus,WIAC,20,3,NC,Regular,AA
12438,4,81,89,5,167.4,2010,Wilson College,ECAC-3,7,3,NE,Regular,AA
12439,4,82,58,5,166.938,2010,Rhode Island College,ECAC-3,7,3,NE,Regular,AA
