ID,Week,Rank,Team ID,Region ID,Score,Year,Team,Conference,Conference ID,Division,Region,Season,Event
1,1,1,24,7,195.675,1998,Georgia,SEC,17,1,SE,Regular,AA
2,1,2,73,8,194.025,1998,UCLA,Pac-10,15,1,W,Regular,AA
3,1,3,53,5,193.475,1998,Penn State,Big Ten,3,1,NE,Regular,AA
4,1,4,41,1,192.925,1998,Minnesota,Big Ten,3,1,C,Regular,AA
5,1,5,2,1,192.3,1998,Alabama,SEC,17,1,C,Regular,AA
6,1,6,5,2,191,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
7,1,7,39,1,190.65,1998,10higan,Big Ten,3,1,C,Regular,AA
8,1,8,86,7,190.6,1998,West Virginia,EAGL,21,1,SE,Regular,AA
9,1,9,28,1,190.35,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
10,1,10,50,5,190.15,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
11,1,11,40,1,189.475,1998,10higan State,Big Ten,3,1,C,Regular,AA
12,1,12,44,2,189.325,1998,Nebraska,Big 12,2,1,MW,Regular,AA
13,1,13,4,2,189.2,1998,Arizona,Pac-10,15,1,MW,Regular,AA
14,1,14,45,5,189.025,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
15,1,15,36,1,189,1998,LSU,SEC,17,1,C,Regular,AA
16,1,16,30,1,188.875,1998,Iowa State,Big 12,2,1,C,Regular,AA
17,1,17,37,7,188.575,1998,Maryland,EAGL,21,1,SE,Regular,AA
18,1,18,93,1,188.575,1998,Central 10higan,MAC,9,1,C,Regular,AA
19,1,19,9,8,188.375,1998,Boise State,Big West,4,1,W,Regular,AA
20,1,20,42,1,186.575,1998,Missouri,Big 12,2,1,C,Regular,AA
21,1,21,46,7,186.025,1998,North Carolina,EAGL,21,1,SE,Regular,AA
22,1,22,8,1,185.35,1998,Ball State,MAC,9,1,C,Regular,AA
23,1,23,20,2,185.3,1998,Denver,Ind.,8,1,MW,Regular,AA
24,1,24,51,2,185.225,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
25,1,25,70,7,185.125,1998,Towson,EAGL,21,1,SE,Regular,AA
26,1,26,10,5,185.063,1998,Bowling Green,MAC,9,1,NE,Regular,AA
27,1,27,29,1,184.975,1998,Iowa,Big Ten,3,1,C,Regular,AA
28,1,28,69,2,184.8,1998,Texas Woman's,Ind.,8,2,MW,Regular,AA
29,1,29,23,7,184.55,1998,George Washington,Atlantic 10,1,1,SE,Regular,AA
30,1,30,27,1,184.475,1998,Illinois State,Ind.,8,1,C,Regular,AA
31,1,31,15,8,182.275,1998,Cal State-Fullerton,Big West,4,1,W,Regular,AA
32,1,32,87,1,181.275,1998,Western 10higan,MAC,9,1,C,Regular,AA
33,1,33,59,5,180.825,1998,Rutgers,EAGL,21,1,NE,Regular,AA
34,1,34,90,1,177.9,1998,Winona State,Ind.,8,2,C,Regular,AA
35,1,35,85,5,172.15,1998,West Chester,Ind.,8,2,NE,Regular,AA
36,1,36,48,5,171.1,1998,Northeastern,ECAC,5,1,NE,Regular,AA
37,1,37,11,5,170.75,1998,Bridgeport,ECAC,5,2,NE,Regular,AA
38,1,38,43,5,164.75,1998,MIT,ECAC,5,3,NE,Regular,AA
39,2,1,24,7,195.675,1998,Georgia,SEC,17,1,SE,Regular,AA
40,2,2,73,8,194.025,1998,UCLA,Pac-10,15,1,W,Regular,AA
41,2,3,53,5,193.475,1998,Penn State,Big Ten,3,1,NE,Regular,AA
42,2,4,41,1,192.925,1998,Minnesota,Big Ten,3,1,C,Regular,AA
43,2,5,2,1,192.3,1998,Alabama,SEC,17,1,C,Regular,AA
44,2,6,5,2,191,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
45,2,7,39,1,190.65,1998,10higan,Big Ten,3,1,C,Regular,AA
46,2,8,86,7,190.6,1998,West Virginia,EAGL,21,1,SE,Regular,AA
47,2,9,28,1,190.35,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
48,2,10,50,5,190.15,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
49,2,11,40,1,189.475,1998,10higan State,Big Ten,3,1,C,Regular,AA
50,2,12,44,2,189.325,1998,Nebraska,Big 12,2,1,MW,Regular,AA
51,2,13,4,2,189.2,1998,Arizona,Pac-10,15,1,MW,Regular,AA
52,2,14,45,5,189.025,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
53,2,15,36,1,189,1998,LSU,SEC,17,1,C,Regular,AA
54,2,16,30,1,188.875,1998,Iowa State,Big 12,2,1,C,Regular,AA
55,2,17,37,7,188.575,1998,Maryland,EAGL,21,1,SE,Regular,AA
56,2,18,93,1,188.575,1998,Central 10higan,MAC,9,1,C,Regular,AA
57,2,19,9,8,188.375,1998,Boise State,Big West,4,1,W,Regular,AA
58,2,20,42,1,186.575,1998,Missouri,Big 12,2,1,C,Regular,AA
59,2,21,46,7,186.025,1998,North Carolina,EAGL,21,1,SE,Regular,AA
60,2,22,8,1,185.35,1998,Ball State,MAC,9,1,C,Regular,AA
61,2,23,20,2,185.3,1998,Denver,Ind.,8,1,MW,Regular,AA
62,2,24,51,2,185.225,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
63,2,25,70,7,185.125,1998,Towson,EAGL,21,1,SE,Regular,AA
64,2,26,10,5,185.063,1998,Bowling Green,MAC,9,1,NE,Regular,AA
65,2,27,29,1,184.975,1998,Iowa,Big Ten,3,1,C,Regular,AA
66,2,28,69,2,184.8,1998,Texas Woman's,Ind.,8,2,MW,Regular,AA
67,2,29,23,7,184.55,1998,George Washington,Atlantic 10,1,2,SE,Regular,AA
68,2,30,27,1,184.475,1998,Illinois State,Ind.,8,1,C,Regular,AA
69,2,31,15,8,182.275,1998,Cal State-Fullerton,Big West,4,1,W,Regular,AA
70,2,32,87,1,181.275,1998,Western 10higan,MAC,9,1,C,Regular,AA
71,2,33,59,5,180.825,1998,Rutgers,EAGL,21,1,NE,Regular,AA
72,2,34,90,1,177.9,1998,Winona State,Ind.,8,2,C,Regular,AA
73,2,35,85,5,172.15,1998,West Chester,Ind.,8,2,NE,Regular,AA
74,2,36,48,5,171.1,1998,Northeastern,ECAC,5,1,NE,Regular,AA
75,2,37,11,5,170.75,1998,Bridgeport,ECAC,5,2,NE,Regular,AA
76,2,38,43,5,164.75,1998,MIT,ECAC,5,3,NE,Regular,AA
77,3,1,24,7,196.338,1998,Georgia,SEC,17,1,SE,Regular,AA
78,3,2,76,2,194.525,1998,Utah,Ind.,8,1,MW,Regular,AA
79,3,3,53,5,194.017,1998,PennState,Big Ten,3,1,NE,Regular,AA
80,3,4,2,1,193.925,1998,Alabama,SEC,17,1,C,Regular,AA
81,3,5,22,7,193.7,1998,Florida,SEC,17,1,SE,Regular,AA
82,3,6,34,7,193.438,1998,Kentucky,SEC,17,1,SE,Regular,AA
83,3,7,73,8,193.35,1998,UCLA,Pac-10,15,1,W,Regular,AA
84,3,8,86,7,192.783,1998,WestVirginia,EAGL,21,1,SE,Regular,AA
85,3,9,39,1,192.763,1998,10higan,Big Ten,3,1,C,Regular,AA
86,3,10,41,1,192.406,1998,Minnesota,Big Ten,3,1,C,Regular,AA
87,3,11,50,5,192.267,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
88,3,12,5,2,192.15,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
89,3,13,67,8,191.738,1998,Stanford,Pac-10,15,1,W,Regular,AA
90,3,14,4,2,191.467,1998,Arizona,Pac-10,15,1,MW,Regular,AA
91,3,15,84,8,191.388,1998,Washington,Pac-10,15,1,W,Regular,AA
92,3,16,28,1,191.358,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
93,3,17,52,8,191.188,1998,Oregon State,Pac-10,15,1,W,Regular,AA
94,3,18,40,1,191.1,1998,10higan State,Big Ten,3,1,C,Regular,AA
95,3,19,36,1,191.008,1998,LSU,SEC,17,1,C,Regular,AA
96,3,20,94,2,190.65,1998,Utah State,Big West,4,1,MW,Regular,AA
97,3,21,30,1,190.625,1998,Iowa State,Big 12,2,1,C,Regular,AA
98,3,22,93,1,190.625,1998,Central 10higan,MAC,9,1,C,Regular,AA
99,3,23,44,2,190.213,1998,Nebraska,Big 12,2,1,MW,Regular,AA
100,3,24,45,5,190.117,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
101,3,25,38,5,190,1998,Massachusetts,Atlantic 10,1,1,NE,Regular,AA
102,3,26,7,1,189.975,1998,Auburn,SEC,17,1,C,Regular,AA
103,3,27,33,5,189.925,1998,Kent State,MAC,9,1,NE,Regular,AA
104,3,28,9,8,189.288,1998,Boise State,Big West,4,1,W,Regular,AA
105,3,29,47,7,189.025,1998,North Carolina State,EAGL,21,1,SE,Regular,AA
106,3,30,55,5,188.988,1998,Pittsburgh,EAGL,21,1,NE,Regular,AA
107,3,31,29,1,188.817,1998,Iowa,Big Ten,3,1,C,Regular,AA
108,3,32,65,2,188.55,1998,Southern Utah,Ind.,8,1,MW,Regular,AA
109,3,33,46,7,188.3,1998,North Carolina,EAGL,21,1,SE,Regular,AA
110,3,34,20,2,188.219,1998,Denver,Ind.,8,1,MW,Regular,AA
111,3,35,37,7,187.792,1998,Maryland,EAGL,21,1,SE,Regular,AA
112,3,36,70,7,187.692,1998,Towson,EAGL,21,1,SE,Regular,AA
113,3,37,14,2,187.625,1998,BYU,Ind.,8,1,MW,Regular,AA
114,3,38,42,1,187.45,1998,Missouri,Big 12,2,1,C,Regular,AA
115,3,39,51,2,187.438,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
116,3,40,8,1,187.367,1998,Ball State,MAC,9,1,C,Regular,AA
117,3,41,74,1,186.888,1998,UIC,Ind.,8,1,C,Regular,AA
118,3,42,49,1,186.775,1998,Northern Illinois,MAC,9,1,C,Regular,AA
119,3,43,69,2,186.7,1998,Texas Woman's,Ind.,8,2,MW,Regular,AA
120,3,44,57,5,186.317,1998,Rhode Island,Atlantic 10,1,1,NE,Regular,AA
121,3,45,16,8,186.238,1998,California,Pac-10,15,1,W,Regular,AA
122,3,46,10,5,185.906,1998,Bowling Green,MAC,9,1,NE,Regular,AA
123,3,47,23,7,185.813,1998,George Washington,Atlantic 10,1,1,SE,Regular,AA
124,3,48,63,8,185.275,1998,Seattle Pacific,Ind.,8,2,W,Regular,AA
125,3,49,59,5,184.988,1998,Rutgers,EAGL,21,1,NE,Regular,AA
126,3,50,27,1,184.942,1998,Illinois State,Ind.,8,1,C,Regular,AA
127,3,51,15,8,184.683,1998,Cal State-Fullerton,Big West,4,1,W,Regular,AA
128,3,52,21,1,184.513,1998,Eastern 10higan,MAC,9,1,C,Regular,AA
129,3,53,72,8,184.025,1998,UC Santa Barbara,Big West,4,1,W,Regular,AA
130,3,54,60,1,183.35,1998,S.E. Missouri,Ind.,8,1,C,Regular,AA
131,3,55,56,7,182.563,1998,Radford,Ind.,8,1,SE,Regular,AA
132,3,56,32,7,182.188,1998,James Madison,ECAC,5,1,SE,Regular,AA
133,3,57,87,1,182.063,1998,Western 10higan,MAC,9,1,C,Regular,AA
134,3,58,88,7,181.2,1998,William & Mary,ECAC,5,1,SE,Regular,AA
135,3,59,54,5,181.138,1998,Pennsylvania,ECAC,5,1,NE,Regular,AA
136,3,60,71,8,181.1,1998,UC Davis,Ind.,8,1,W,Regular,AA
137,3,61,62,8,180.95,1998,San Jose State,Ind.,8,1,W,Regular,AA
138,3,62,61,8,180.775,1998,Sacramento State,Ind.,8,1,W,Regular,AA
139,3,63,64,5,180.05,1998,Southern Conn.,ECAC,5,2,NE,Regular,AA
140,3,64,83,5,179.813,1998,Vermont,ECAC,5,1,NE,Regular,AA
141,3,65,92,5,179.275,1998,Yale,ECAC,5,1,NE,Regular,AA
142,3,66,3,8,178.05,1998,Alaska,Ind.,8,2,W,Regular,AA
143,3,67,18,5,177.45,1998,Cornell,ECAC,5,1,NE,Regular,AA
144,3,68,13,5,176.45,1998,Brown,ECAC,5,1,NE,Regular,AA
145,3,69,90,1,174.75,1998,Winona State,Ind.,8,2,C,Regular,AA
146,3,70,85,5,172.413,1998,West Chester,Ind.,8,2,NE,Regular,AA
147,3,71,11,5,171.742,1998,Bridgeport,ECAC,5,2,NE,Regular,AA
148,3,72,48,5,171.469,1998,Northeastern,ECAC,5,1,NE,Regular,AA
149,3,73,17,1,170.075,1998,Centenary College,Ind.,8,1,C,Regular,AA
150,3,74,43,5,164.231,1998,MIT,ECAC,5,3,NE,Regular,AA
151,4,1,24,7,196.335,1998,Georgia,SEC,17,1,SE,Regular,AA
152,4,2,76,2,194.525,1998,Utah,Ind.,8,1,MW,Regular,AA
153,4,3,2,1,194.338,1998,Alabama,SEC,17,1,C,Regular,AA
154,4,4,22,7,194.325,1998,Florida,SEC,17,1,SE,Regular,AA
155,4,5,53,5,193.794,1998,Penn State,Big Ten,3,1,NE,Regular,AA
156,4,6,34,7,193.733,1998,Kentucky,SEC,17,1,SE,Regular,AA
157,4,7,73,8,193.35,1998,UCLA,Pac-10,15,1,W,Regular,AA
158,4,8,39,1,193.16,1998,10higan,Big Ten,3,1,C,Regular,AA
159,4,9,86,7,192.756,1998,West Virginia,EAGL,21,1,SE,Regular,AA
160,4,10,41,1,192.625,1998,Minnesota,Big Ten,3,1,C,Regular,AA
161,4,11,67,8,192.108,1998,Stanford,Pac-10,15,1,W,Regular,AA
162,4,12,50,5,192.094,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
163,4,13,5,2,192.006,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
164,4,14,52,8,191.983,1998,Oregon State,Pac-10,15,1,W,Regular,AA
165,4,15,36,1,191.963,1998,LSU,SEC,17,1,C,Regular,AA
166,4,16,94,2,191.888,1998,Utah State,Big West,4,1,MW,Regular,AA
167,4,17,28,1,191.675,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
168,4,18,4,2,191.606,1998,Arizona,Pac-10,15,1,MW,Regular,AA
169,4,19,40,1,191.55,1998,10higan State,Big Ten,3,1,C,Regular,AA
170,4,20,84,8,191.525,1998,Washington,Pac-10,15,1,W,Regular,AA
171,4,21,14,2,190.9,1998,BYU,Ind.,8,1,MW,Regular,AA
172,4,22,33,5,190.833,1998,Kent State,MAC,9,1,NE,Regular,AA
173,4,23,45,5,190.725,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
174,4,24,30,1,190.625,1998,Iowa State,Big 12,2,1,C,Regular,AA
175,4,25,93,1,190.581,1998,Central 10higan,MAC,9,1,C,Regular,AA
176,4,26,7,1,190.417,1998,Auburn,SEC,17,1,C,Regular,AA
177,4,27,47,7,190.25,1998,North Carolina State,EAGL,21,1,SE,Regular,AA
178,4,28,44,2,190.213,1998,Nebraska,Big 12,2,1,MW,Regular,AA
179,4,29,38,5,190,1998,Massachusetts,Atlantic 10,1,1,NE,Regular,AA
180,4,30,29,1,189.713,1998,Iowa,Big Ten,3,1,C,Regular,AA
181,4,31,9,8,189.444,1998,Boise State,Big West,4,1,W,Regular,AA
182,4,32,46,7,189.113,1998,North Carolina,EAGL,21,1,SE,Regular,AA
183,4,33,20,2,189.015,1998,Denver,Ind.,8,1,MW,Regular,AA
184,4,34,70,7,188.688,1998,Towson,EAGL,21,1,SE,Regular,AA
185,4,35,37,7,188.681,1998,Maryland,EAGL,21,1,SE,Regular,AA
186,4,36,55,5,188.633,1998,Pittsburgh,EAGL,21,1,NE,Regular,AA
187,4,37,65,2,188.538,1998,Southern Utah,Ind.,8,1,MW,Regular,AA
188,4,38,49,1,188.494,1998,Northern Illinois,MAC,9,1,C,Regular,AA
189,4,39,51,2,188.342,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
190,4,40,42,1,188.119,1998,Missouri,Big 12,2,1,C,Regular,AA
191,4,41,23,7,187.717,1998,George Washington,Atlantic 10,1,1,SE,Regular,AA
192,4,42,8,1,187.367,1998,Ball State,MAC,9,1,C,Regular,AA
193,4,43,69,2,186.988,1998,Texas Woman's,Ind.,8,2,MW,Regular,AA
194,4,44,57,5,186.931,1998,Rhode Island,Atlantic 10,1,1,NE,Regular,AA
195,4,45,16,8,186.85,1998,California,Pac-10,15,1,W,Regular,AA
196,4,46,74,1,186.833,1998,UIC,Ind.,8,1,C,Regular,AA
197,4,47,27,1,186.438,1998,Illinois State,Ind.,8,1,C,Regular,AA
198,4,48,21,1,186.217,1998,Eastern 10higan,MAC,9,1,C,Regular,AA
199,4,49,10,5,185.906,1998,Bowling Green,MAC,9,1,NE,Regular,AA
200,4,50,63,8,185.242,1998,Seattle Pacific,Ind.,8,2,W,Regular,AA
201,4,51,59,5,185.04,1998,Rutgers,EAGL,21,1,NE,Regular,AA
202,4,52,1,2,185.025,1998,Air Force,Ind.,8,1,MW,Regular,AA
203,4,53,15,8,184.906,1998,Cal State-Fullerton,Big West,4,1,W,Regular,AA
204,4,54,60,1,184.75,1998,S.E. Missouri,Ind.,8,1,C,Regular,AA
205,4,55,87,1,183.342,1998,Western 10higan,MAC,9,1,C,Regular,AA
206,4,56,72,8,182.925,1998,UC Santa Barbara,Big West,4,1,W,Regular,AA
207,4,57,62,8,182.783,1998,San Jose State,Ind.,8,1,W,Regular,AA
208,4,58,88,7,182.592,1998,William & Mary,ECAC,5,1,SE,Regular,AA
209,4,59,56,7,182.25,1998,Radford,Ind.,8,1,SE,Regular,AA
210,4,60,32,7,182.167,1998,James Madison,ECAC,5,1,SE,Regular,AA
211,4,61,54,5,182.075,1998,Pennsylvania,ECAC,5,1,NE,Regular,AA
212,4,62,71,8,181.681,1998,UC Davis,Ind.,8,1,W,Regular,AA
213,4,63,61,8,181.217,1998,Sacramento State,Ind.,8,1,W,Regular,AA
214,4,64,64,5,180.65,1998,Southern Conn.,ECAC,5,2,NE,Regular,AA
215,4,65,92,5,180.569,1998,Yale,ECAC,5,1,NE,Regular,AA
216,4,66,83,5,179.894,1998,Vermont,ECAC,5,1,NE,Regular,AA
217,4,67,18,5,177.65,1998,Cornell,ECAC,5,1,NE,Regular,AA
218,4,68,3,8,176.833,1998,Alaska,Ind.,8,2,W,Regular,AA
219,4,69,13,5,176.215,1998,Brown,ECAC,5,1,NE,Regular,AA
220,4,70,90,1,175.294,1998,Winona State,Ind.,8,2,C,Regular,AA
221,4,71,11,5,172.275,1998,Bridgeport,ECAC,5,2,NE,Regular,AA
222,4,72,17,1,172.225,1998,Centenary College,Ind.,8,1,C,Regular,AA
223,4,73,48,5,171.469,1998,Northeastern,ECAC,5,1,NE,Regular,AA
224,4,74,85,5,171.463,1998,West Chester,Ind.,8,2,NE,Regular,AA
225,4,75,43,5,165.175,1998,MIT,ECAC,5,3,NE,Regular,AA
226,5,1,24,7,196.379,1998,Georgia,SEC,17,1,SE,Regular,AA
227,5,2,76,2,195.206,1998,Utah,Ind.,8,1,MW,Regular,AA
228,5,3,2,1,194.63,1998,Alabama,SEC,17,1,C,Regular,AA
229,5,4,22,7,194.438,1998,Florida,SEC,17,1,SE,Regular,AA
230,5,5,73,8,193.863,1998,UCLA,Pac-10,15,1,W,Regular,AA
231,5,6,34,7,193.656,1998,Kentucky,SEC,17,1,SE,Regular,AA
232,5,7,53,5,193.565,1998,Penn State,Big Ten,3,1,NE,Regular,AA
233,5,8,39,1,193.067,1998,10higan,Big Ten,3,1,C,Regular,AA
234,5,9,41,1,192.854,1998,Minnesota,Big Ten,3,1,C,Regular,AA
235,5,10,86,7,192.725,1998,West Virginia,EAGL,21,1,SE,Regular,AA
236,5,11,67,8,192.656,1998,Stanford,Pac-10,15,1,W,Regular,AA
237,5,12,50,5,192.595,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
238,5,13,5,2,192.545,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
239,5,14,36,1,192.4,1998,LSU,SEC,17,1,C,Regular,AA
240,5,15,52,8,192.306,1998,Oregon State,Pac-10,15,1,W,Regular,AA
241,5,16,14,2,192.225,1998,BYU,Ind.,8,1,MW,Regular,AA
242,5,17,84,8,192.138,1998,Washington,Pac-10,15,1,W,Regular,AA
243,5,18,28,1,192.05,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
244,5,19,40,1,192.046,1998,10higan State,Big Ten,3,1,C,Regular,AA
245,5,20,4,2,192.04,1998,Arizona,Pac-10,15,1,MW,Regular,AA
246,5,21,94,2,191.763,1998,Utah State,Big West,4,1,MW,Regular,AA
247,5,22,45,5,191.23,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
248,5,23,30,1,190.767,1998,Iowa State,Big 12,2,1,C,Regular,AA
249,5,24,47,7,190.719,1998,North Carolina State,EAGL,21,1,SE,Regular,AA
250,5,25,33,5,190.713,1998,Kent State,MAC,9,1,NE,Regular,AA
251,5,26,93,1,190.581,1998,Central 10higan,MAC,9,1,C,Regular,AA
252,5,27,7,1,190.494,1998,Auburn,SEC,17,1,C,Regular,AA
253,5,28,44,2,190.325,1998,Nebraska,Big 12,2,1,MW,Regular,AA
254,5,29,9,8,190.015,1998,Boise State,Big West,4,1,W,Regular,AA
255,5,30,38,5,189.763,1998,Massachusetts,Atlantic 10,1,1,NE,Regular,AA
256,5,31,29,1,189.713,1998,Iowa,Big Ten,3,1,C,Regular,AA
257,5,32,51,2,189.438,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
258,5,33,46,7,189.42,1998,North Carolina,EAGL,21,1,SE,Regular,AA
259,5,34,70,7,189.285,1998,Towson,EAGL,21,1,SE,Regular,AA
260,5,35,37,7,189.285,1998,Maryland,EAGL,21,1,SE,Regular,AA
261,5,36,20,2,189.221,1998,Denver,Ind.,8,1,MW,Regular,AA
262,5,37,49,1,189.185,1998,Northern Illinois,MAC,9,1,C,Regular,AA
263,5,38,55,5,189.131,1998,Pittsburgh,EAGL,21,1,NE,Regular,AA
264,5,39,65,2,188.538,1998,Southern Utah,Ind.,8,1,MW,Regular,AA
265,5,40,23,7,188.356,1998,George Washington,Atlantic 10,1,1,SE,Regular,AA
266,5,41,42,1,188.23,1998,Missouri,Big 12,2,1,C,Regular,AA
267,5,42,16,8,187.669,1998,California,Pac-10,15,1,W,Regular,AA
268,5,43,8,1,187.144,1998,Ball State,MAC,9,1,C,Regular,AA
269,5,44,27,1,187.125,1998,Illinois State,Ind.,8,1,C,Regular,AA
270,5,45,69,2,187.12,1998,Texas Woman's,Ind.,8,2,MW,Regular,AA
271,5,46,57,5,187.115,1998,Rhode Island,Atlantic 10,1,1,NE,Regular,AA
272,5,47,74,1,187.056,1998,UIC,Ind.,8,1,C,Regular,AA
273,5,48,21,1,187.05,1998,Eastern 10higan,MAC,9,1,C,Regular,AA
274,5,49,63,8,186.2,1998,Seattle Pacific,Ind.,8,2,W,Regular,AA
275,5,50,10,5,185.906,1998,Bowling Green,MAC,9,1,NE,Regular,AA
276,5,51,60,1,185.769,1998,S.E. Missouri,Ind.,8,1,C,Regular,AA
277,5,52,15,8,185.735,1998,Cal State-Fullerton,Big West,4,1,W,Regular,AA
278,5,53,59,5,185.704,1998,Rutgers,EAGL,21,1,NE,Regular,AA
279,5,54,1,2,185.017,1998,Air Force,Ind.,8,1,MW,Regular,AA
280,5,55,87,1,184.269,1998,Western 10higan,MAC,9,1,C,Regular,AA
281,5,56,54,5,184.23,1998,Pennsylvania,ECAC,5,1,NE,Regular,AA
282,5,57,62,8,183.025,1998,San Jose State,Ind.,8,1,W,Regular,AA
283,5,58,72,8,182.925,1998,UC Santa Barbara,Big West,4,1,W,Regular,AA
284,5,59,88,7,182.894,1998,William & Mary,ECAC,5,1,SE,Regular,AA
285,5,60,32,7,182.725,1998,James Madison,ECAC,5,1,SE,Regular,AA
286,5,61,56,7,182.25,1998,Radford,Ind.,8,1,SE,Regular,AA
287,5,62,71,8,181.485,1998,UC Davis,Ind.,8,1,W,Regular,AA
288,5,63,83,5,181.3,1998,Vermont,ECAC,5,1,NE,Regular,AA
289,5,64,61,8,181.217,1998,Sacramento State,Ind.,8,1,W,Regular,AA
290,5,65,64,5,180.79,1998,Southern Conn.,ECAC,5,2,NE,Regular,AA
291,5,66,92,5,180.569,1998,Yale,ECAC,5,1,NE,Regular,AA
292,5,67,3,8,178.48,1998,Alaska,Ind.,8,2,W,Regular,AA
293,5,68,18,5,177.769,1998,Cornell,ECAC,5,1,NE,Regular,AA
294,5,69,13,5,176.925,1998,Brown,ECAC,5,1,NE,Regular,AA
295,5,70,90,1,175.615,1998,Winona State,Ind.,8,2,C,Regular,AA
296,5,71,11,5,173.44,1998,Bridgeport,ECAC,5,2,NE,Regular,AA
297,5,72,85,5,172.738,1998,West Chester,Ind.,8,2,NE,Regular,AA
298,5,73,17,1,172.225,1998,Centenary College,Ind.,8,1,C,Regular,AA
299,5,74,48,5,171.84,1998,Northeastern,ECAC,5,1,NE,Regular,AA
300,5,75,43,5,165.358,1998,MIT,ECAC,5,3,NE,Regular,AA
301,6,1,24,7,196.596,1998,Georgia,SEC,17,1,SE,Regular,AA
302,6,2,76,2,195.155,1998,Utah,Ind.,8,1,MW,Regular,AA
303,6,3,2,1,194.942,1998,Alabama,SEC,17,1,C,Regular,AA
304,6,4,22,7,194.438,1998,Florida,SEC,17,1,SE,Regular,AA
305,6,5,73,8,194.15,1998,UCLA,Pac-10,15,1,W,Regular,AA
306,6,6,39,1,193.6,1998,10higan,Big Ten,3,1,C,Regular,AA
307,6,7,53,5,193.329,1998,Penn State,Big Ten,3,1,NE,Regular,AA
308,6,8,34,7,193.245,1998,Kentucky,SEC,17,1,SE,Regular,AA
309,6,9,86,7,193.1,1998,West Virginia,EAGL,21,1,SE,Regular,AA
310,6,10,36,1,192.917,1998,LSU,SEC,17,1,C,Regular,AA
311,6,11,5,2,192.875,1998,Arizona State,Pac-10,15,1,MW,Regular,AA
312,6,12,52,8,192.875,1998,Oregon State,Pac-10,15,1,W,Regular,AA
313,6,13,14,2,192.825,1998,BYU,Ind.,8,1,MW,Regular,AA
314,6,14,41,1,192.757,1998,Minnesota,Big Ten,3,1,C,Regular,AA
315,6,15,67,8,192.74,1998,Stanford,Pac-10,15,1,W,Regular,AA
316,6,16,50,5,192.675,1998,Ohio State,Big Ten,3,1,NE,Regular,AA
317,6,17,84,8,192.505,1998,Washington,Pac-10,15,1,W,Regular,AA
318,6,18,28,1,192.417,1998,Illinois-Champaign,Big Ten,3,1,C,Regular,AA
319,6,19,94,2,192.23,1998,Utah State,Big West,4,1,MW,Regular,AA
320,6,20,40,1,192.189,1998,10higan State,Big Ten,3,1,C,Regular,AA
321,6,21,30,1,191.965,1998,Iowa State,Big 12,2,1,C,Regular,AA
322,6,22,4,2,191.554,1998,Arizona,Pac-10,15,1,MW,Regular,AA
323,6,23,44,2,191.481,1998,Nebraska,Big 12,2,1,MW,Regular,AA
324,6,24,47,7,191.44,1998,North Carolina State,EAGL,21,1,SE,Regular,AA
325,6,25,45,5,191.213,1998,New Hampshire,EAGL,21,1,NE,Regular,AA
326,6,26,38,5,191.194,1998,Massachusetts,Atlantic 10,1,1,NE,Regular,AA
327,6,27,93,1,190.945,1998,Central 10higan,MAC,9,1,C,Regular,AA
328,6,28,33,5,190.75,1998,Kent State,MAC,9,1,NE,Regular,AA
329,6,29,7,1,190.42,1998,Auburn,SEC,17,1,C,Regular,AA
330,6,30,29,1,190.115,1998,Iowa,Big Ten,3,1,C,Regular,AA
331,6,31,9,8,190.015,1998,Boise State,Big West,4,1,W,Regular,AA
332,6,32,51,2,189.78,1998,Oklahoma,Big 12,2,1,MW,Regular,AA
333,6,33,46,7,189.592,1998,North Carolina,EAGL,21,1,SE,Regular,AA
334,6,34,37,7,189.525,1998,Maryland,EAGL,21,1,SE,Regular,AA
335,6,35,49,1,189.442,1998,Northern Illinois,MAC,9,1,C,Regular,AA
336,6,36,55,5,189.32,1998,Pittsburgh,EAGL,21,1,NE,Regular,AA
